user_id;group_x;login_time;age;gender;training_level;specialization;patient_records_exp;patient_records_years;clinical_reasoning_training;clinical_reasoning_desc;clinical_notes_confidence;gen_ai_familiarity;prompt_eng_familiarity;cds_familiarity;tools_used;other_tools;llm_usage_frequency;use_cases;other_use_cases;trust_level;expectations;task_id;completion_status;task_duration;timestamp;task_start;task_end;clinical_usefulness;medical_inaccuracies;prompt_count;start_time;end_time;MQ_inaccuracies;CL_performance;MQ_usefulness;PE_understanding;PE_difficulty;CL_mental;CL_frustration;MQ_accuracy;model_name;duration;group_y;model_type;event_type;survey_data
0b10e536-2102-4376-a42d-c14cb2c0d667;A;2025-05-26T14:01:09.916967;Prefer not to say;Female;Medical Student (Pre-clinical);;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;1.0;started;;2025-05-26T14:01:17.184825;2025-05-26T14:01:17.184825;;;;;;;;;;;;;;;;;;;;
0cc2e859-288d-47f0-967b-6c319c100072;B;2025-05-26T13:54:03.348235;Prefer not to say;Prefer not to say;Medical Student (Pre-clinical);;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;1.0;started;;2025-05-26T13:54:09.951367;2025-05-26T13:54:09.951367;;;;;;;;;;;;;;;;;;;;
12407b18-ebc2-4632-a691-c284a4107ab1;B;2025-05-26T13:13:46.517735;Prefer not to say;Non-binary;Medical Student (Pre-clinical);;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;1.0;started;;2025-05-26T13:13:55.079357;2025-05-26T13:13:55.079357;;;;;;;;;;;;;;;;;;;;
15a82e07-9e0e-44e8-ac84-d7bf92679e36;A;2025-05-26T13:52:42.066437;Prefer not to say;Non-binary;Medical Student (Pre-clinical);;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;1.0;completed;14.651044;2025-05-26T13:53:03.681084;2025-05-26T13:52:49.029996;2025-05-26T13:53:03.681060;;;1.0;2025-05-26T13:52:49.029996;2025-05-26T13:53:03.681060;;;3.0;;;;;;;;;;;
15a82e07-9e0e-44e8-ac84-d7bf92679e36;A;2025-05-26T13:52:42.066437;Prefer not to say;Non-binary;Medical Student (Pre-clinical);;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;1.0;;;2025-05-26T13:53:03.689046;;;;;1.0;;;;;;;;;;;llama3-med42-8b;14.65904;A;Ollama;TASK_COMPLETION;{'clinical_usefulness': 3, 'medical_inaccuracies': '', 'task_duration': 14.65904, 'start_time': '2025-05-26T13:52:49.029996', 'end_time': '2025-05-26T13:53:03.689040', 'prompt_count': 1, 'timestamp': '2025-05-26T13:53:03.681084'}
1dfd8d92-6a75-4175-a045-6915230186a1;A;2025-05-26T13:11:26.762685;Prefer not to say;Non-binary;Medical Student (Pre-clinical);;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;1.0;completed;73.90439;2025-05-26T13:12:46.886480;2025-05-26T13:11:32.982048;2025-05-26T13:12:46.886459;;;1.0;2025-05-26T13:11:32.982048;2025-05-26T13:12:46.886459;;;3.0;;;;;;;;;;;
1dfd8d92-6a75-4175-a045-6915230186a1;A;2025-05-26T13:11:26.762685;Prefer not to say;Non-binary;Medical Student (Pre-clinical);;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;1.0;;;2025-05-26T13:12:46.901220;;;;;1.0;;;;;;;;;;;llama3-med42-8b;73.919149;A;Ollama;TASK_COMPLETION;{'clinical_usefulness': 3, 'medical_inaccuracies': '', 'task_duration': 73.919149, 'start_time': '2025-05-26T13:11:32.982048', 'end_time': '2025-05-26T13:12:46.901205', 'prompt_count': 1, 'timestamp': '2025-05-26T13:12:46.886480'}
1dfd8d92-6a75-4175-a045-6915230186a1;A;2025-05-26T13:11:26.762685;Prefer not to say;Non-binary;Medical Student (Pre-clinical);;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;2.0;started;;2025-05-26T13:12:52.236660;2025-05-26T13:12:52.236660;;;;;;;;;;;;;;;;;;;;
1ebf9ddb-f074-47c4-a6e4-aa18c11aaf33;B;2025-05-22T13:02:10.148488;Prefer not to say;Prefer not to say;Medical Student (Pre-clinical);;No;;Yes;;3;3;3;3;;;1-3 times per month;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
264dd611-d146-4adf-bb10-9d1566b5b053;B;2025-05-25T12:15:46.613570;26;Female;Other;;No;;No;;1;5;5;1;;;Daily or more frequently;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;
